LABEL,#TS,TEMP,TIMESTAMP,,
BEGIN_TS,1,0.0,2024-06-12 13:23:57.856075,END_TS,2024-06-12 13:24:03.767476
BEGIN_TS,2,0.0,2024-06-12 13:24:03.767514,END_TS,2024-06-12 13:24:09.212428
BEGIN_TS,3,0.0,2024-06-12 13:24:09.212462,END_TS,2024-06-12 13:24:14.936848
BEGIN_TS,4,0.0,2024-06-12 13:24:14.936882,END_TS,2024-06-12 13:24:20.590917
BEGIN_TS,5,0.0,2024-06-12 13:24:20.590954,END_TS,2024-06-12 13:24:26.332526
BEGIN_TS,6,0.0,2024-06-12 13:24:26.332563,END_TS,2024-06-12 13:24:31.593800
BEGIN_TS,7,0.0,2024-06-12 13:24:31.593837,END_TS,2024-06-12 13:24:37.759362
BEGIN_TS,8,0.0,2024-06-12 13:24:37.759397,END_TS,2024-06-12 13:24:43.582332
BEGIN_TS,9,0.0,2024-06-12 13:24:43.582370,END_TS,2024-06-12 13:24:49.709731
BEGIN_TS,10,0.0,2024-06-12 13:24:49.709774,END_TS,2024-06-12 13:24:57.596061
BEGIN_TS,11,0.0,2024-06-12 13:24:57.596097,END_TS,2024-06-12 13:25:03.387842
BEGIN_TS,12,0.0,2024-06-12 13:25:03.387877,END_TS,2024-06-12 13:25:07.937233
BEGIN_TS,13,0.0,2024-06-12 13:25:07.937270,END_TS,2024-06-12 13:25:13.183460
BEGIN_TS,14,0.0,2024-06-12 13:25:13.183497,END_TS,2024-06-12 13:25:18.609108
BEGIN_TS,15,0.0,2024-06-12 13:25:18.609143,END_TS,2024-06-12 13:25:23.493309
BEGIN_TS,16,0.0,2024-06-12 13:25:23.493344,END_TS,2024-06-12 13:25:29.284087
BEGIN_TS,17,0.0,2024-06-12 13:25:29.284126,END_TS,2024-06-12 13:25:35.036319
BEGIN_TS,18,0.0,2024-06-12 13:25:35.036356,END_TS,2024-06-12 13:25:39.884498
BEGIN_TS,19,0.0,2024-06-12 13:25:39.884526,END_TS,2024-06-12 13:25:44.903159
BEGIN_TS,20,0.0,2024-06-12 13:25:44.903195,END_TS,2024-06-12 13:25:50.256556
BEGIN_TS,21,0.0,2024-06-12 13:25:50.256593,END_TS,2024-06-12 13:25:56.037851
BEGIN_TS,22,0.0,2024-06-12 13:25:56.037889,END_TS,2024-06-12 13:26:00.854751
BEGIN_TS,23,0.0,2024-06-12 13:26:00.854790,END_TS,2024-06-12 13:26:06.012493
BEGIN_TS,24,0.0,2024-06-12 13:26:06.012530,END_TS,2024-06-12 13:26:12.557400
BEGIN_TS,25,0.0,2024-06-12 13:26:12.557438,END_TS,2024-06-12 13:26:18.039865
BEGIN_TS,26,0.0,2024-06-12 13:26:18.039903,END_TS,2024-06-12 13:26:23.463889
BEGIN_TS,27,0.0,2024-06-12 13:26:23.463927,END_TS,2024-06-12 13:26:28.880039
BEGIN_TS,28,0.0,2024-06-12 13:26:28.880076,END_TS,2024-06-12 13:26:34.363420
BEGIN_TS,29,0.0,2024-06-12 13:26:34.363456,END_TS,2024-06-12 13:26:39.256307
BEGIN_TS,30,0.0,2024-06-12 13:26:39.256343,END_TS,2024-06-12 13:26:45.518673
BEGIN_TS,31,0.1,2024-06-12 13:26:45.518710,END_TS,2024-06-12 13:26:50.442191
BEGIN_TS,32,0.1,2024-06-12 13:26:50.442232,END_TS,2024-06-12 13:26:56.191196
BEGIN_TS,33,0.1,2024-06-12 13:26:56.191237,END_TS,2024-06-12 13:27:02.446547
BEGIN_TS,34,0.1,2024-06-12 13:27:02.446587,END_TS,2024-06-12 13:27:07.926385
BEGIN_TS,35,0.1,2024-06-12 13:27:07.926426,END_TS,2024-06-12 13:27:13.107747
BEGIN_TS,36,0.1,2024-06-12 13:27:13.107785,END_TS,2024-06-12 13:27:18.552324
BEGIN_TS,37,0.1,2024-06-12 13:27:18.552361,END_TS,2024-06-12 13:27:23.716818
BEGIN_TS,38,0.1,2024-06-12 13:27:23.716859,END_TS,2024-06-12 13:27:29.243802
BEGIN_TS,39,0.1,2024-06-12 13:27:29.243838,END_TS,2024-06-12 13:27:33.774624
BEGIN_TS,40,0.1,2024-06-12 13:27:33.774664,END_TS,2024-06-12 13:27:44.469329
BEGIN_TS,41,0.1,2024-06-12 13:27:44.469368,END_TS,2024-06-12 13:27:50.404474
BEGIN_TS,42,0.1,2024-06-12 13:27:50.404514,END_TS,2024-06-12 13:27:55.790408
BEGIN_TS,43,0.1,2024-06-12 13:27:55.790449,END_TS,2024-06-12 13:28:02.461710
