Temperature,Average
0-0,75.0
0-1,75.0
0-2,76.3157894736842
0-3,76.25
0-4,80.68181818181819
0-5,83.33333333333333
0-6,79.54545454545455
0-7,85.8695652173913
0-8,90.21739130434783
0-9,92.10526315789474
1-0,88.75
