project;test file;mutants;killed;incompetent;timeout;survived;mutation score
hamming;test_3-5_0-5_178;16;13;0;3;0;100.00
hamming;test_3-5_0-9_279;16;12;0;4;0;100.00
hamming;test_3-5_0-3_115;16;12;0;2;2;87.50
hamming;test_3-5_0-7_224;16;14;0;2;0;100.00
hamming;test_3-5_1-0_326;16;13;0;3;0;100.00
hamming;test_3-5_0-0_10;16;12;0;2;2;87.50
hamming;test_3-5_0-4_137;16;12;0;2;2;87.50
hamming;test_3-5_0-1_56;16;12;0;2;2;87.50
hamming;test_3-5_1-0_310;16;12;0;2;2;87.50
hamming;test_3-5_0-7_226;16;12;0;2;2;87.50
hamming;test_3-5_0-8_262;16;11;0;3;2;87.50
hamming;test_3-5_0-8_251;16;13;0;3;0;100.00
hamming;test_3-5_0-9_283;16;13;0;3;0;100.00
hamming;test_3-5_0-6_200;16;12;0;2;2;87.50
hamming;test_3-5_0-5_177;16;12;0;2;2;87.50
hamming;test_3-5_0-6_210;16;12;0;2;2;87.50
hamming;test_3-5_0-7_211;16;12;0;2;2;87.50
hamming;test_3-5_0-5_180;16;12;0;2;2;87.50
hamming;test_3-5_0-3_116;16;12;0;2;2;87.50
hamming;test_3-5_0-2_70;16;12;0;2;2;87.50
hamming;test_3-5_0-4_133;16;12;0;2;2;87.50
hamming;test_3-5_1-0_322;16;12;0;2;2;87.50
hamming;test_3-5_0-4_150;16;12;0;2;2;87.50
hamming;test_3-5_0-9_273;16;12;0;2;2;87.50
hamming;test_3-5_1-0_328;16;12;0;2;2;87.50
hamming;test_3-5_0-9_300;16;12;0;4;0;100.00
hamming;test_3-5_0-8_248;16;13;0;3;0;100.00
hamming;test_3-5_0-3_95;16;12;0;2;2;87.50
hamming;test_3-5_0-3_104;16;12;0;2;2;87.50
hamming;test_3-5_0-8_268;16;12;0;2;2;87.50
hamming;test_3-5_0-3_114;16;12;0;2;2;87.50
hamming;test_3-5_0-7_236;16;11;0;3;2;87.50
hamming;test_3-5_0-7_220;16;12;0;4;0;100.00
hamming;test_3-5_0-3_118;16;12;0;2;2;87.50
hamming;test_3-5_0-3_91;16;12;0;2;2;87.50
hamming;test_3-5_0-5_176;16;13;0;3;0;100.00
hamming;test_3-5_0-6_185;16;13;0;3;0;100.00
hamming;test_3-5_0-8_250;16;12;0;4;0;100.00
hamming;test_3-5_0-8_259;16;13;0;3;0;100.00
hamming;test_3-5_0-7_225;16;12;0;4;0;100.00
hamming;test_3-5_0-8_253;16;12;0;2;2;87.50
hamming;test_3-5_1-0_314;16;14;0;2;0;100.00
hamming;test_3-5_0-1_45;16;12;0;2;2;87.50
hamming;test_3-5_0-2_77;16;12;0;2;2;87.50
hamming;test_3-5_0-0_17;16;12;0;2;2;87.50
hamming;test_3-5_0-4_143;16;13;0;3;0;100.00
hamming;test_3-5_1-0_319;16;12;0;2;2;87.50
hamming;test_3-5_0-9_297;16;12;0;4;0;100.00
hamming;test_3-5_0-6_203;16;12;0;2;2;87.50
hamming;test_3-5_0-6_181;16;12;0;2;2;87.50
hamming;test_3-5_0-9_292;16;11;0;2;3;81.25
hamming;test_3-5_0-7_222;16;12;0;4;0;100.00
hamming;test_3-5_0-9_294;16;12;0;2;2;87.50
hamming;test_3-5_0-7_233;16;13;0;3;0;100.00
hamming;test_3-5_1-0_308;16;12;0;4;0;100.00
hamming;test_3-5_0-7_223;16;12;0;2;2;87.50
hamming;test_3-5_0-1_46;16;12;0;2;2;87.50
hamming;test_3-5_0-6_196;16;12;0;2;2;87.50
hamming;test_3-5_0-5_154;16;12;0;2;2;87.50
hamming;test_3-5_0-3_98;16;12;0;2;2;87.50
hamming;test_3-5_0-5_171;16;13;0;3;0;100.00
hamming;test_3-5_1-0_317;16;12;0;2;2;87.50
hamming;test_3-5_0-5_179;16;12;0;2;2;87.50
hamming;test_3-5_1-0_321;16;13;0;3;0;100.00
hamming;test_3-5_0-1_36;16;12;0;2;2;87.50
hamming;test_3-5_0-8_252;16;12;0;2;2;87.50
hamming;test_3-5_0-7_227;16;12;0;2;2;87.50
hamming;test_3-5_0-4_139;16;13;0;3;0;100.00
hamming;test_3-5_1-0_324;16;11;0;3;2;87.50
hamming;test_3-5_0-8_242;16;13;0;3;0;100.00
hamming;test_3-5_0-3_111;16;12;0;2;2;87.50
hamming;test_3-5_0-8_254;16;13;0;3;0;100.00
hamming;test_3-5_0-5_165;16;13;0;3;0;100.00
hamming;test_3-5_0-6_207;16;13;0;3;0;100.00
