Temperature,Average
0-0,87.5
0-1,87.5
0-2,88.15789473684211
0-3,88.125
0-4,90.3409090909091
0-5,91.66666666666667
0-6,89.77272727272727
0-7,92.93478260869566
0-8,94.83695652173913
0-9,95.72368421052632
1-0,94.0625
