Temperature,Average
0-0,84.62
0-1,85.47333333333334
0-2,84.62
0-3,86.67
0-4,89.1025
0-5,94.8725
0-6,88.09714285714286
0-7,92.31000000000002
0-8,94.02
0-9,93.848
1-0,89.105
