project;test file;mutants;killed_output;killed_timeout;total_killed;survived;mutation score
hamming;test_3-5_0-5_178;39;28;11;39;0;100.00
hamming;test_3-5_0-9_279;39;22;14;36;3;92.31
hamming;test_3-5_0-4_137;39;26;9;35;4;89.74
hamming;test_3-5_0-6_210;39;23;10;33;6;84.62
hamming;test_3-5_0-3_116;39;24;9;33;6;84.62
hamming;test_3-5_1-0_328;39;23;10;33;6;84.62
hamming;test_3-5_0-9_300;39;23;15;38;1;97.44
hamming;test_3-5_0-3_114;39;24;9;33;6;84.62
hamming;test_3-5_0-5_176;39;22;14;36;3;92.31
hamming;test_3-5_0-7_222;39;23;15;38;1;97.44
hamming;test_3-5_0-7_233;39;24;14;38;1;97.44
hamming;test_3-5_0-6_196;39;25;9;34;5;87.18
hamming;test_3-5_1-0_317;39;24;9;33;6;84.62
hamming;test_3-5_0-7_227;39;24;9;33;6;84.62
hamming;test_3-5_0-4_139;39;26;10;36;3;92.31
hamming;test_3-5_0-8_254;39;24;14;38;1;97.44
hamming;test_3-5_0-6_207;39;26;11;37;2;94.87
hamming;test_3-5_0-8_264;39;26;10;36;3;92.31
hamming;test_3-5_0-4_148;39;26;10;36;3;92.31
hamming;test_3-5_0-7_238;39;24;9;33;6;84.62
hamming;test_3-5_0-2_81;39;24;9;33;6;84.62
hamming;test_3-5_0-7_229;39;26;10;36;3;92.31
hamming;test_3-5_0-3_96;39;25;9;34;5;87.18
hamming;test_3-5_0-6_199;26;19;4;23;3;88.46
hamming;test_3-5_0-8_266;39;27;9;36;3;92.31
hamming;test_3-5_0-1_49;39;24;10;34;5;87.18
hamming;test_3-5_0-5_169;39;24;10;34;5;87.18
hamming;test_3-5_1-0_323;39;24;14;38;1;97.44
hamming;test_3-5_0-3_92;39;24;9;33;6;84.62
hamming;test_3-5_0-6_188;39;24;9;33;6;84.62
hamming;test_3-5_1-0_325;39;26;9;35;4;89.74
hamming;test_3-5_0-0_25;39;24;9;33;6;84.62
hamming;test_3-5_0-1_53;39;24;9;33;6;84.62
hamming;test_3-5_0-0_29;39;24;9;33;6;84.62
hamming;test_3-5_0-5_161;39;28;11;39;0;100.00
hamming;test_3-5_0-9_291;39;27;9;36;3;92.31
hamming;test_3-5_0-7_239;39;24;14;38;1;97.44
hamming;test_3-5_0-2_62;39;24;9;33;6;84.62
hamming;test_3-5_0-0_11;39;24;9;33;6;84.62
hamming;test_3-5_0-9_298;39;24;14;38;1;97.44
hamming;test_3-5_0-2_76;39;24;9;33;6;84.62
hamming;test_3-5_0-2_61;39;24;9;33;6;84.62
hamming;test_3-5_0-7_218;39;26;10;36;3;92.31
hamming;test_3-5_0-3_93;39;26;10;36;3;92.31
hamming;test_3-5_0-0_18;39;24;9;33;6;84.62
hamming;test_3-5_0-1_60;39;24;10;34;5;87.18
hamming;test_3-5_0-0_30;39;24;9;33;6;84.62
hamming;test_3-5_0-7_237;39;22;13;35;4;89.74
hamming;test_3-5_0-1_32;39;24;9;33;6;84.62
hamming;test_3-5_0-7_240;39;25;10;35;4;89.74
hamming;test_3-5_0-4_132;39;23;9;32;7;82.05
hamming;test_3-5_0-1_57;39;24;9;33;6;84.62
hamming;test_3-5_0-6_198;39;27;9;36;3;92.31
hamming;test_3-5_0-1_55;39;24;9;33;6;84.62
hamming;test_3-5_0-6_194;39;24;9;33;6;84.62
hamming;test_3-5_0-2_84;39;24;9;33;6;84.62
hamming;test_3-5_0-9_295;39;26;9;35;4;89.74
hamming;test_3-5_0-0_21;39;24;9;33;6;84.62
hamming;test_3-5_0-7_234;39;27;11;38;1;97.44
hamming;test_3-5_0-0_24;39;24;9;33;6;84.62
