Temperature,Average
0-0,96.3
0-1,96.3
0-2,96.66999999999999
0-3,96.3
0-4,97.22500000000001
0-5,100.0
0-6,100.0
0-7,98.6125
0-8,100.0
0-9,100.0
1-0,99.075
