Temperature,Average
0-0,92.30999999999997
0-1,93.7081818181818
0-2,93.54039999999998
0-3,92.82266666666665
0-4,95.30055555555553
0-5,95.60571428571427
0-6,96.15499999999999
0-7,97.43666666666665
0-8,98.46199999999999
0-9,96.92399999999999
1-0,97.73823529411764
