project;test file;mutants;killed;incompetent;timeout;survived;mutation score
complement;test_3-5_0-2_83;13;10;0;2;1;92.31
complement;test_3-5_0-7_224;13;10;0;3;0;100.00
complement;test_3-5_1-0_326;13;11;0;2;0;100.00
complement;test_3-5_0-0_10;13;10;0;2;1;92.31
complement;test_3-5_0-1_56;13;10;0;2;1;92.31
complement;test_3-5_0-7_226;13;10;0;2;1;92.31
complement;test_3-5_0-2_78;13;10;0;2;1;92.31
complement;test_3-5_0-4_123;13;10;0;2;1;92.31
complement;test_3-5_0-0_4;13;10;0;2;1;92.31
complement;test_3-5_0-6_200;13;11;0;2;0;100.00
complement;test_3-5_0-6_183;13;10;0;2;1;92.31
complement;test_3-5_0-5_177;13;11;0;2;0;100.00
complement;test_3-5_0-5_180;13;10;0;2;1;92.31
complement;test_3-5_0-2_70;13;10;0;2;1;92.31
complement;test_3-5_0-4_133;13;11;0;2;0;100.00
complement;test_3-5_1-0_322;13;11;0;2;0;100.00
complement;test_3-5_0-9_284;13;11;0;2;0;100.00
complement;test_3-5_0-4_150;13;10;0;2;1;92.31
complement;test_3-5_1-0_328;13;11;0;2;0;100.00
complement;test_3-5_0-9_300;13;11;0;2;0;100.00
complement;test_3-5_0-8_268;13;11;0;2;0;100.00
complement;test_3-5_0-3_114;13;10;0;2;1;92.31
complement;test_3-5_0-7_220;13;11;0;2;0;100.00
complement;test_3-5_0-3_118;13;10;0;2;1;92.31
complement;test_3-5_0-1_48;13;10;0;2;1;92.31
complement;test_3-5_0-2_90;13;11;0;2;0;100.00
complement;test_3-5_0-6_185;13;10;0;2;1;92.31
complement;test_3-5_0-8_259;13;10;0;2;1;92.31
complement;test_3-5_0-7_225;13;11;0;2;0;100.00
complement;test_3-5_0-8_253;13;11;0;2;0;100.00
complement;test_3-5_1-0_314;13;10;0;2;1;92.31
complement;test_3-5_0-2_77;13;10;0;2;1;92.31
complement;test_3-5_0-0_17;13;10;0;2;1;92.31
complement;test_3-5_0-4_143;13;10;0;2;1;92.31
complement;test_3-5_0-4_121;13;11;0;2;0;100.00
complement;test_3-5_1-0_319;13;10;0;2;1;92.31
complement;test_3-5_0-9_292;13;10;0;2;1;92.31
complement;test_3-5_0-7_222;13;11;0;2;0;100.00
complement;test_3-5_0-9_294;13;10;0;2;1;92.31
complement;test_3-5_0-7_233;13;11;0;2;0;100.00
complement;test_3-5_1-0_308;13;10;0;2;1;92.31
complement;test_3-5_0-7_223;13;11;0;2;0;100.00
complement;test_3-5_0-1_46;13;11;0;2;0;100.00
complement;test_3-5_0-2_67;13;10;0;2;1;92.31
complement;test_3-5_0-5_172;13;11;0;2;0;100.00
complement;test_3-5_0-5_154;13;10;0;2;1;92.31
complement;test_3-5_0-3_98;13;10;0;2;1;92.31
complement;test_3-5_0-0_16;13;10;0;2;1;92.31
complement;test_3-5_1-0_317;13;10;0;3;0;100.00
complement;test_3-5_0-5_179;13;11;0;2;0;100.00
complement;test_3-5_1-0_321;13;11;0;2;0;100.00
complement;test_3-5_0-1_36;13;10;0;2;1;92.31
complement;test_3-5_0-7_227;13;10;0;2;1;92.31
complement;test_3-5_0-4_139;13;10;0;2;1;92.31
complement;test_3-5_0-5_175;13;10;0;2;1;92.31
complement;test_3-5_0-8_242;13;11;0;2;0;100.00
complement;test_3-5_0-5_165;13;10;0;2;1;92.31
complement;test_3-5_0-8_264;13;11;0;2;0;100.00
complement;test_3-5_0-0_3;13;10;0;2;1;92.31
complement;test_3-5_0-9_272;13;10;0;3;0;100.00
complement;test_3-5_0-0_22;13;10;0;2;1;92.31
complement;test_3-5_0-8_249;13;11;0;2;0;100.00
complement;test_3-5_0-7_212;13;11;0;2;0;100.00
complement;test_3-5_0-7_232;13;11;0;2;0;100.00
complement;test_3-5_0-9_299;13;11;0;2;0;100.00
complement;test_3-5_0-7_217;13;11;0;2;0;100.00
complement;test_3-5_0-2_86;13;11;0;2;0;100.00
complement;test_3-5_0-4_148;13;11;0;2;0;100.00
complement;test_3-5_0-3_108;13;10;0;2;1;92.31
complement;test_3-5_0-3_112;13;10;0;2;1;92.31
complement;test_3-5_0-7_238;13;10;0;2;1;92.31
complement;test_3-5_0-6_193;13;11;0;2;0;100.00
complement;test_3-5_0-5_168;13;10;0;2;1;92.31
complement;test_3-5_0-2_81;13;10;0;2;1;92.31
complement;test_3-5_0-0_8;13;10;0;2;1;92.31
complement;test_3-5_0-8_269;13;10;0;2;1;92.31
complement;test_3-5_0-1_54;13;10;0;2;1;92.31
complement;test_3-5_0-3_103;13;10;0;2;1;92.31
complement;test_3-5_0-5_160;13;10;0;2;1;92.31
complement;test_3-5_0-3_96;13;10;0;2;1;92.31
complement;test_3-5_1-0_309;13;10;0;3;0;100.00
