Temperature,Average
0-0,0
0-1,0
0-2,0
0-3,86.79
0-4,86.79
0-5,87.42333333333333
0-6,86.79
0-7,86.79
0-8,85.37500000000001
0-9,87.26250000000002
1-0,86.79
