Temperature,Average
0-0,91.67
0-1,91.67
0-2,93.05833333333334
0-3,91.67
0-4,93.75250000000001
0-5,93.05833333333334
0-6,92.71124999999999
0-7,94.44666666666667
0-8,91.66999999999999
0-9,92.50299999999999
1-0,92.265
