Temperature,Average
0-0,94.64
0-1,94.64
0-2,95.235
0-3,94.64
0-4,95.5325
0-5,95.08666666666669
0-6,95.08625
0-7,95.23666666666666
0-8,94.64
0-9,94.81899999999999
1-0,94.76785714285715
