Temperature,Average
0-0,84.96
0-1,86.465
0-2,86.52833333333332
0-3,85.9
0-4,87.3125
0-5,86.9975
0-6,86.4175
0-7,87.21666666666665
0-8,86.35714285714288
0-9,86.27900000000002
1-0,85.98428571428573
