project;test file;mutants;killed;incompetent;timeout;survived;mutation score
rabin-karp;test_3-5_0-5_178;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-9_279;56;53;1;0;2;96.43
rabin-karp;test_3-5_0-7_224;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-0_10;56;52;1;0;3;94.64
rabin-karp;test_3-5_1-0_310;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-9_283;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-6_200;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-6_183;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-5_177;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-6_210;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-5_180;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-8_248;56;52;1;0;3;94.64
rabin-karp;test_3-5_1-0_301;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-2_77;56;52;1;0;3;94.64
rabin-karp;test_3-5_1-0_312;56;53;1;0;2;96.43
rabin-karp;test_3-5_0-6_181;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-9_294;56;52;1;0;3;94.64
rabin-karp;test_3-5_1-0_317;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-5_179;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-5_175;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-0_23;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-8_254;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-6_207;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-8_249;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-5_151;56;53;1;0;2;96.43
rabin-karp;test_3-5_0-5_167;56;54;1;0;1;98.21
rabin-karp;test_3-5_0-8_269;56;52;1;0;3;94.64
rabin-karp;test_3-5_1-0_307;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-3_103;56;52;1;0;3;94.64
rabin-karp;test_3-5_1-0_309;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-2_64;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-3_106;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-5_163;56;52;1;0;3;94.64
rabin-karp;test_3-5_1-0_315;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-4_131;56;54;1;0;1;98.21
rabin-karp;test_3-5_1-0_323;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-7_231;56;53;1;0;2;96.43
rabin-karp;test_3-5_1-0_325;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-5_170;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-9_291;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-2_62;56;54;1;0;1;98.21
rabin-karp;test_3-5_0-9_271;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-8_244;56;52;1;0;3;94.64
rabin-karp;test_3-5_1-0_302;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-4_122;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-1_41;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-5_157;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-9_288;56;52;1;0;3;94.64
rabin-karp;test_3-5_1-0_316;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-4_124;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-9_274;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-2_75;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-4_138;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-2_68;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-5_155;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-5_158;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-9_282;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-9_277;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-6_189;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-2_71;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-1_34;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-6_187;56;52;1;0;3;94.64
rabin-karp;test_3-5_1-0_318;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-6_194;56;54;1;0;1;98.21
rabin-karp;test_3-5_0-9_276;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-8_255;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-7_234;56;52;1;0;3;94.64
rabin-karp;test_3-5_1-0_306;56;52;1;0;3;94.64
rabin-karp;test_3-5_1-0_303;56;52;1;0;3;94.64
rabin-karp;test_3-5_0-8_247;56;52;1;0;3;94.64
