project;test file;mutants;killed;incompetent;timeout;survived;mutation score
dfs;test_3-5_0-5_178;45;37;0;1;7;84.44
dfs;test_3-5_0-2_83;45;36;0;1;8;82.22
dfs;test_3-5_0-7_213;45;35;0;1;9;80.00
dfs;test_3-5_0-3_115;45;35;0;1;9;80.00
dfs;test_3-5_0-7_224;45;35;0;1;9;80.00
dfs;test_3-5_1-0_326;45;36;0;1;8;82.22
dfs;test_3-5_0-0_10;45;36;0;1;8;82.22
dfs;test_3-5_0-4_137;45;34;0;1;10;77.78
dfs;test_3-5_0-1_56;45;36;0;1;8;82.22
dfs;test_3-5_0-8_257;45;38;0;1;6;86.67
dfs;test_3-5_0-7_226;45;36;0;1;8;82.22
dfs;test_3-5_1-0_329;45;29;0;1;15;66.67
dfs;test_3-5_0-2_78;45;36;0;1;8;82.22
dfs;test_3-5_0-8_262;45;36;0;1;8;82.22
dfs;test_3-5_0-4_123;45;35;0;1;9;80.00
dfs;test_3-5_0-9_283;45;21;0;1;23;48.89
dfs;test_3-5_0-0_4;45;34;0;1;10;77.78
dfs;test_3-5_0-6_200;45;38;0;1;6;86.67
dfs;test_3-5_0-1_50;45;36;0;1;8;82.22
dfs;test_3-5_0-6_183;45;36;0;1;8;82.22
dfs;test_3-5_0-6_210;45;36;0;1;8;82.22
dfs;test_3-5_0-5_180;45;35;0;1;9;80.00
dfs;test_3-5_0-3_116;45;35;0;1;9;80.00
dfs;test_3-5_0-2_70;45;34;0;1;10;77.78
dfs;test_3-5_0-4_133;45;35;0;1;9;80.00
dfs;test_3-5_1-0_322;45;34;0;1;10;77.78
dfs;test_3-5_0-9_284;45;36;0;1;8;82.22
dfs;test_3-5_0-4_150;45;35;0;1;9;80.00
dfs;test_3-5_0-9_273;45;36;0;1;8;82.22
dfs;test_3-5_1-0_328;45;34;0;1;10;77.78
dfs;test_3-5_0-9_300;45;39;0;1;5;88.89
dfs;test_3-5_0-8_248;45;34;0;1;10;77.78
dfs;test_3-5_0-3_95;45;36;0;1;8;82.22
dfs;test_3-5_0-3_104;45;36;0;1;8;82.22
