Temperature,Average
0-0,62.02896551724139
0-1,62.543928571428566
0-2,62.4962962962963
0-3,60.19821428571431
0-4,59.452758620689664
0-5,60.948620689655186
0-6,60.419629629629625
0-7,61.18904761904763
0-8,62.52421052631579
0-9,60.92304347826086
1-0,61.928499999999985
