project;test file;mutants;killed_output;killed_timeout;total_killed;survived;mutation score
dfs;test_3-5_0-5_178;166;112;0;112;54;67.47
dfs;test_3-5_0-2_83;166;111;0;111;55;66.87
dfs;test_3-5_0-7_213;166;96;0;96;70;57.83
dfs;test_3-5_0-3_115;166;102;0;102;64;61.45
dfs;test_3-5_0-7_224;166;96;0;96;70;57.83
dfs;test_3-5_1-0_326;166;121;0;121;45;72.89
dfs;test_3-5_0-0_10;166;111;0;111;55;66.87
dfs;test_3-5_0-4_137;166;102;0;102;64;61.45
dfs;test_3-5_0-1_56;166;106;0;106;60;63.86
dfs;test_3-5_0-8_257;166;125;0;125;41;75.30
dfs;test_3-5_0-7_226;166;113;0;113;53;68.07
dfs;test_3-5_1-0_329;166;88;0;88;78;53.01
dfs;test_3-5_0-2_78;166;111;0;111;55;66.87
dfs;test_3-5_0-8_262;166;106;0;106;60;63.86
dfs;test_3-5_0-4_123;166;96;0;96;70;57.83
dfs;test_3-5_0-9_283;166;58;0;58;108;34.94
dfs;test_3-5_0-0_4;166;94;0;94;72;56.63
dfs;test_3-5_0-6_200;166;119;0;119;47;71.69
dfs;test_3-5_0-1_50;166;111;0;111;55;66.87
dfs;test_3-5_0-6_183;166;119;0;119;47;71.69
dfs;test_3-5_0-6_210;166;110;0;110;56;66.27
dfs;test_3-5_0-5_180;166;96;0;96;70;57.83
dfs;test_3-5_0-3_116;166;96;0;96;70;57.83
dfs;test_3-5_0-2_70;166;94;0;94;72;56.63
dfs;test_3-5_0-4_133;166;96;0;96;70;57.83
dfs;test_3-5_1-0_322;166;94;0;94;72;56.63
dfs;test_3-5_0-9_284;166;115;0;115;51;69.28
dfs;test_3-5_0-4_150;166;105;0;105;61;63.25
dfs;test_3-5_0-9_273;166;107;0;107;59;64.46
dfs;test_3-5_1-0_328;166;105;0;105;61;63.25
dfs;test_3-5_0-9_300;166;131;0;131;35;78.92
dfs;test_3-5_0-8_248;166;97;0;97;69;58.43
dfs;test_3-5_0-3_95;166;109;0;109;57;65.66
dfs;test_3-5_0-3_104;166;112;0;112;54;67.47
dfs;test_3-5_0-8_268;166;102;0;102;64;61.45
dfs;test_3-5_0-3_114;166;94;0;94;72;56.63
dfs;test_3-5_0-7_236;166;97;0;97;69;58.43
dfs;test_3-5_0-7_220;166;102;0;102;64;61.45
dfs;test_3-5_0-3_118;166;97;0;97;69;58.43
dfs;test_3-5_0-1_48;166;97;0;97;69;58.43
dfs;test_3-5_0-3_91;166;94;0;94;72;56.63
dfs;test_3-5_0-5_176;166;98;0;98;68;59.04
dfs;test_3-5_0-2_90;166;96;0;96;70;57.83
dfs;test_3-5_0-6_185;166;94;0;94;72;56.63
dfs;test_3-5_0-8_250;166;96;0;96;70;57.83
dfs;test_3-5_0-4_130;166;110;0;110;56;66.27
dfs;test_3-5_0-8_253;166;109;0;109;57;65.66
dfs;test_3-5_0-1_45;166;97;0;97;69;58.43
dfs;test_3-5_0-0_17;166;97;0;97;69;58.43
dfs;test_3-5_0-4_143;166;94;0;94;72;56.63
dfs;test_3-5_1-0_312;166;111;0;111;55;66.87
dfs;test_3-5_0-4_121;166;94;0;94;72;56.63
