Temperature,Average
0-0,80.22965517241379
0-1,79.92
0-2,80.49333333333333
0-3,79.04785714285717
0-4,77.93172413793103
0-5,79.84689655172414
0-6,79.17703703703702
0-7,80.10571428571428
0-8,80.00000000000001
0-9,77.00391304347828
1-0,77.22200000000002
