Temperature,Average
0-0,87.35620689655173
0-1,87.5
0-2,86.69807692307693
0-3,85.93624999999999
0-4,85.8682608695652
0-5,85.78294117647059
0-6,85.32434782608694
0-7,85.52473684210526
0-8,85.99879999999997
0-9,85.53764705882352
1-0,86.76411764705882
